x,y
418,1277
903,2382
766,680
72,948
2270,1247
1782,1608
881,1782
722,1714
1481,2291
781,2263
878,1189
2438,1930
1060,877
209,1346
1560,1389
1350,2423
2003,279
1604,866
1412,2398
1440,1467
600,2268
2170,2172
1735,1433
1716,743
896,2020
2034,1534
2469,66
2070,607
990,1080
1141,2484
2494,751
653,1976
750,2436
1462,218
1828,2340
240,1825
78,213
2034,2312
1563,1398
2101,696
2288,913
2235,634
1381,2495
1359,2051
1406,1602
1044,2241
1094,1536
1613,560
343,1556
2341,1550
1334,51
737,2025
1362,1564
2107,1672
1965,2207
1128,1466
949,1716
2400,281
715,1378
868,2340
1940,2410
215,1359
2157,659
1644,1192
1106,2048
392,2
765,617
1600,1038
1996,1497
380,457
936,1631
1784,687
1625,749
461,1116
152,1262
2403,1916
2297,737
380,1900
1818,824
1103,1846
2144,1856
1949,1918
1550,1395
1996,2279
958,323
2116,2478
252,610
958,2046
2275,1031
314,1037
2465,1995
2066,2494
780,1590
2063,570
1193,2151
2250,1055
2406,2131
2116,1
877,1782
71,1947
205,1509
1084,2191
180,1481
590,1300
1302,1898
2253,2389
1037,1003
889,1777
1687,1937
2008,2490
236,2168
705,1711
1696,76
501,2156
432,1965
1905,2478
842,1896
1693,657
2418,2422
2365,1885
1631,2441
1405,1523
814,2322
1852,1846
1808,820
1559,2285
1852,2393
2078,2125
948,1179
1118,1947
2365,2183
1093,1963
1311,1612
758,1505
739,1915
1498,984
2193,211
282,2356
1230,275
901,2385
633,1913
1183,1687
2084,643
605,1507
39,1557
1702,1064
1646,1118
1817,70
1192,597
2355,2180
2090,1935
957,1687
2327,1850
67,1949
2065,1943
673,192
913,1745
1189,1288
611,2392
1948,1311
2045,1821
198,2496
2274,1782
916,2159
2199,2285
963,1508
1373,1073
704,1432
1013,1666
897,2382
2492,508
2032,1398
104,360
2049,361
1139,256
657,1306
897,1835
1951,1311
2314,863
2029,343
816,1413
2099,1459
138,657
1139,1949
1745,160
1326,2439
2473,1974
1067,956
991,108
1611,571
1019,1579
2392,1026
1332,40
235,2296
1276,2234
841,1651
1385,1422
1804,1518
1661,2045
2283,1960
1223,198
2105,268
144,892
1142,306
1419,1525
141,97
710,1618
1589,1622
431,1960
325,85
1291,1932
41,934
1235,1342
1648,881
1595,858
1279,477
1835,1867
894,1845
2401,2032
2454,890
2242,2356
2133,425
375,1376
63,1122
2460,1627
250,615
2195,74
1947,246
381,1563
1928,2158
2114,6
1707,1058
178,1627
1651,1124
1598,445
588,1170
97,361
1353,2426
1732,2410
2307,290
934,1801
1953,1879
131,1504
1409,2289
2251,449
1604,600
1219,2042
1269,2087
2170,243
1512,624
728,1087
1041,1586
1350,964
1138,1782
1850,1428
2142,117
1950,2499
1585,445
1375,1427
2407,339
1610,856
1018,1864
1869,2193
1015,1280
528,2254
1582,482
206,1501
600,1384
1135,2232
1222,1437
1116,176
162,1695
1672,1430
750,2206
572,2006
2344,1002
2040,2264
890,753
2316,112
1616,563
1247,735
1962,2214
1719,381
1362,1286
2419,332
868,191
1859,1690
2188,905
2241,640
1518,209
224,1133
1834,2063
927,1143
1775,792
302,287
327,1848
461,1350
96,1158
1131,1454
1265,2032
1237,122
649,993
1890,2056
414,2007
1924,110
1656,878
1527,449
2409,2035
2462,775
1349,1309
1575,311
289,1311
414,2482
1603,1282
2487,752
1893,976
1109,1953
358,2399
989,99
401,1530
2027,2255
2203,514
2362,1546
1609,518
2247,2057
942,2431
730,1921
1355,446
398,1497
2496,2451
2094,1368
1274,322
426,690
1511,1823
1043,749
2359,780
102,2427
292,1311
1659,1801
1802,1302
1174,1685
1405,1693
2206,1717
1871,2196
814,2084
1559,86
183,1623
370,2170
2418,1543
1790,2140
733,2092
770,2134
164,1549
242,1481
2393,1583
1024,1577
2081,1981
2321,110
929,1791
976,2150
2259,2194
1662,334
1314,1854
301,2257
661,197
1383,1788
2218,2493
2112,1960
1830,901
1149,1734
488,67
2343,975
2131,2109
951,1564
845,57
114,5
776,1536
2352,610
2103,2083
745,2193
2218,1143
1864,1690
2349,331
1010,2359
39,1795
2190,2033
148,1377
388,2352
957,1953
2464,1930
1261,915
673,490
1192,1190
2196,561
2246,2064
963,2052
1911,2041
698,1551
1733,1573
935,2138
1867,639
1016,1190
1795,1438
1479,1689
1929,1936
589,1767
916,2309
1507,1817
2271,829
2492,650
785,2431
542,1974
517,1600
807,534
595,1652
316,83
2029,65
1630,1612
2010,2491
32,922
1332,2211
1245,2391
966,2392
1742,1481
1413,1303
57,1238
769,1428
679,681
1198,683
1142,2489
1385,864
1226,2468
1048,1104
732,969
144,98
2255,1052
384,1553
757,42
1117,2062
1935,755
732,2092
1045,1709
35,152
1123,1913
632,1852
978,472
925,1791
1022,2365
1807,602
484,480
1369,1610
800,1143
1425,1412
984,1000
2323,1618
1254,2251
956,1622
850,49
1922,99
931,1628
1726,1189
1188,2421
2195,864
1129,2163
1322,1987
1006,1320
2133,1752
2044,1880
222,1531
2061,823
2086,458
1623,1248
1082,2186
2360,639
1107,1589
1054,2156
1347,2274
2047,421
415,1146
50,1434
968,873
1088,1158
915,866
594,1759
421,1281
2117,258
1281,469
806,456
2073,356
1984,1684
315,1455
1144,2117
2407,121
1557,73
287,1997
1847,2063
1894,2006
1766,2469
600,1662
946,598
321,99
2254,327
2009,2489
2185,860
237,2299
2494,1750
2413,1310
2031,484
293,1890
1284,321
1141,850
1406,1134
299,581
502,76
1094,1116
659,1617
2285,1040
1362,1008
1728,1062
2456,216
2366,639
1449,1739
665,1140
2101,2086
815,174
2082,174
1940,763
893,2022
305,1349
1965,856
715,1854
1340,1323
1181,1769
464,802
374,293
2213,1913
508,1007
1234,1353
662,678
759,1382
2018,2301
961,2051
1125,1073
740,1041
2024,714
1678,77
1053,1600
721,2015
927,2107
2403,1416
302,1740
1240,121
2244,1932
2110,1462
467,2359
1837,916
2197,2286
2135,362
2350,2491
1377,1637
333,1927
1112,162
799,1922
1458,1010
1665,1120
568,1472
252,1593
1031,1539
992,96
1411,2284
314,84
1109,1723
2027,72
2406,1162
1065,957
964,2401
1374,1836
124,722
211,2441
2184,491
705,1179
546,1921
889,570
2315,1079
624,1109
2359,538
811,2159
736,2199
2100,694
1246,1141
1068,185
2365,790
886,1380
2053,2356
348,2388
1146,1797
482,1858
708,824
1121,2045
2390,715
1093,1407
1473,1228
373,1052
1743,1493
2212,14
926,2102
55,1044
555,52
848,58
2131,438
410,1517
1920,104
1883,994
11,2002
820,176
488,1721
795,2222
1677,1796
820,2315
2103,2313
1945,1312
1158,379
1255,1981
42,163
611,1582
1755,93
1211,1083
895,562
2305,55
2215,524
2020,111
960,2061
1130,1081
1217,1426
1127,947
1646,161
67,1129
1736,446
2196,207
1967,2437
1010,1387
1911,199
1030,1744
1189,1756
1457,808
2159,2292
1954,2216
2140,1916
545,2190
2361,1613
1555,64
651,1074
2333,1551
1479,488
804,2164
944,1080
1373,1637
1108,2074
2386,1647
1273,1669
1845,919
941,1701
2252,324
704,2399
994,1797
595,266
1789,890
835,1307
2029,1835
2498,2448
897,748
1789,1439
2392,1774
1438,1137
2233,1582
2320,1071
1223,2097
322,1081
2364,620
769,1790
2311,1079
1963,2438
2186,904
1661,1425
688,1514
997,1392
1117,179
2414,306
1160,2376
2077,290
372,294
2264,343
1829,886
1095,2184
2236,1669
2038,2168
459,2014
978,194
1098,1639
925,1993
1045,2140
1338,2262
141,1114
1907,539
1545,1084
2041,1549
1291,472
869,188
1095,1110
2083,667
1229,2464
2454,278
956,1916
1994,1292
2479,1857
1922,333
2248,1181
513,1001
1188,2147
1866,2203
1726,863
1029,1441
697,1608
1126,1007
1838,2077
847,1786
259,1125
1779,2271
1107,2069
2139,1493
1794,2143
331,2111
607,1582
19,2001
1785,1606
803,1181
959,2393
2176,676
1107,1483
1916,1823
1132,782
1651,2310
1113,1522
2145,114
1238,1938
2179,2172
334,1184
594,1993
993,1084
1060,1090
1459,1655
2410,118
156,108
474,1659
787,2438
2276,595
647,1082
2463,1637
1350,2047
1850,479
859,1968
2335,2294
547,1234
2276,2294
2070,285
471,794
921,789
2051,2247
1538,1392
1153,662
1356,443
1141,1239
1072,962
274,2161
1937,450
231,2163
2210,3
2413,1544
1247,35
553,51
659,1383
2369,2255
790,275
2054,434
955,1557
796,535
324,2116
40,1555
2397,1250
846,1961
687,495
1206,693
1706,1733
1390,1834
1650,2307
871,2350
330,1860
2459,812
461,794
1131,1914
802,950
936,1404
43,1606
2297,1596
986,1594
1924,562
699,2407
2428,1921
1781,1670
1349,2273
1193,1189
718,1864
93,1349
2312,376
540,1284
1575,1388
1349,326
46,921
2300,919
1796,1691
230,2302
2169,2176
1734,1431
920,66
2203,254
565,2124
1330,565
339,1066
911,2160
2033,1138
989,1084
883,1577
1436,1789
730,968
727,2304
2253,989
783,2267
33,153
658,1772
1467,1618
976,471
1668,2490
1718,1001
814,1263
658,2131
1520,1556
1540,1077
1277,2115
1517,1620
2471,1608
886,2261
2415,1914
376,1906
929,816
1724,1321
1877,2269
2452,779
867,2344
1143,259
2433,1733
1643,1851
1258,727
410,1735
2193,913
1186,2148
1571,567
248,539
1186,1547
1426,26
485,974
2084,461
1423,2278
586,350
1780,790
720,1252
1621,278
2349,1284
1030,2399
2134,718
1942,2404
895,2381
1342,1668
73,1574
1217,193
1892,2059
1192,2285
804,463
1842,2075
1267,923
260,1133
1295,1927
45,925
1083,2181
1839,1850
2308,285
1820,818
651,453
1167,917
363,1379
1979,1683
1667,2485
51,1445
1485,1234
701,547
2383,1028
422,1036
1270,2108
2208,8
344,1076
969,1543
32,1462
1957,2212
1904,2470
1826,661
576,1715
1510,906
1139,2232
1360,1007
2152,1808
297,1299
922,1798
1767,2466
1173,2255
1938,758
1636,1203
2255,448
2342,2069
794,520
688,59
506,1002
1670,556
1444,1730
1142,1247
791,1893
213,2453
300,1728
1494,1324
1022,1865
1648,2312
900,2267
1882,2277
978,1299
666,1777
975,873
1494,971
465,2116
894,635
13,1142
60,2463
509,1479
1676,1423
2242,1138
1682,1060
1576,575
1500,1615
2239,1411
672,1884
2460,888
1813,815
2139,1851
1947,1301
278,2348
2025,329
393,1738
2176,906
487,1930
719,1083
2385,1576
1238,25
2485,2069
2404,2139
1800,1428
809,1015
753,2293
131,159
2120,1682
1353,754
1629,1401
1300,1487
156,890
1925,1980
656,1298
2338,2001
965,1320
1691,1882
591,1378
3,1677
2463,1363
2098,645
619,873
1041,349
840,1118
1066,184
1269,2015
1981,1581
1509,1088
884,627
831,1108
2310,1014
1091,1543
1919,565
1331,52
1015,1575
653,992
321,607
1900,1475
890,2200
2034,1997
125,1617
1063,597
921,2116
2204,2288
499,2160
274,2395
793,1529
2279,1316
162,2400
1672,1779
768,1509
1443,1299
103,1770
1141,262
2182,335
1722,1461
159,2397
2207,680
793,2227
1641,1187
1362,452
2037,1544
734,2091
405,9
483,1245
2037,109
2456,1183
2400,1505
665,189
1340,2271
1753,350
1128,1869
1278,323
687,2400
1253,2387
146,890
40,1801
2453,1278
2132,435
2043,1701
846,1667
999,1995
821,1715
330,1150
606,1519
2422,12
1371,1425
1265,1206
1005,583
1837,488
221,1528
2378,942
1159,252
1240,1152
2350,328
1477,489
808,1344
2331,365
1218,1431
1843,920
2250,119
1034,1949
646,243
1734,530
1084,1111
546,2187
1796,1137
420,688
1874,2237
99,371
339,1472
1483,2287
989,1286
1249,725
398,1695
1134,1860
945,1952
543,943
2315,1603
624,609
1631,1100
864,1232
1765,90
2387,1581
2075,575
192,1505
2005,2112
1327,2228
842,1383
8,1931
1790,1410
2259,315
1961,2218
602,267
2321,1836
1414,1292
2418,488
1049,1352
1289,473
2078,1600
2231,1674
530,1967
1964,1766
1023,1562
2131,1634
410,2001
488,1157
1286,1125
954,1682
2237,646
1124,1002
1105,2406
2262,315
1774,1828
845,1308
2059,1787
1342,2276
1945,2409
416,1148
2039,1701
1727,1575
720,970
1370,1084
1889,2052
2464,204
2065,575
1886,92
1780,1735
1842,926
2062,1820
1348,1287
2461,273
48,1830
288,1301
1083,270
1482,1809
2355,786
391,2362
382,457
1127,2317
2361,2169
260,1883
1055,876
617,880
1758,165
1532,1115
2361,534
1513,1634
941,2297
272,2400
1404,1292
1873,2235
2392,2431
132,2311
1067,2020
316,1456
1870,2200
1832,2056
2383,2248
751,40
2470,1549
403,0
1466,1621
2052,421
972,922
760,1392
2186,2035
732,1262
1617,1804
872,2354
88,1345
328,1488
1698,2299
794,1529
791,1139
319,1446
2013,606
378,1558
844,51
256,524
629,1119
1810,540
1704,1063
2136,1644
2083,167
744,2203
16,2008
585,1177
350,207
387,1859
1528,1831
172,1287
1519,1823
2267,819
2401,1509
387,2364
225,1703
1126,1467
375,1901
38,1607
663,2128
247,611
1079,1152
0,1502
309,1356
153,2184
775,1463
1328,1324
247,1476
1409,1305
1713,1515
2385,1023
1551,139
368,2171
694,2408
119,1498
2251,978
1281,1131
1763,81
1431,25
474,1071
1512,1027
591,1656
2028,59
1331,2225
946,2289
2170,2181
678,2360
831,834
1716,1000
600,256
1063,835
918,150
1437,1406
756,1631
2129,2112
162,2186
2095,2084
756,50
1175,2246
78,34
371,84
768,2134
1962,1118
34,156
1487,1689
793,2437
550,892
193,1509
2012,276
1613,807
762,1790
1387,1793
690,2399
2260,2235
1119,1203
1566,630
1909,2121
1940,2163
1865,2195
2088,175
759,2437
1471,327
2459,280
1206,1740
1150,1794
486,1859
1371,1767
537,1371
1471,2296
933,1408
1168,1607
2225,1583
1597,1126
1890,2000
986,238
2375,1781
1103,1593
1952,755
121,1607
1265,2146
2046,427
2116,1687
1924,1657
2250,353
1952,2206
1550,727
1112,1535
21,792
2222,267
2116,266
1924,2268
1974,311
1190,1766
2203,1706
2033,1550
590,1053
2097,1544
1696,1722
755,2438
1533,1107
1062,191
864,2022
917,868
1899,1742
2209,1803
658,192
1958,1705
2259,977
404,1492
1442,1140
1718,1477
842,52
2415,2478
1492,974
432,2156
1992,1422
1118,128
664,1371
1671,838
795,263
2042,1768
998,1794
599,1301
1777,793
1311,1847
1233,1339
661,1714
36,161
1855,1418
795,1888
1643,880
1624,1736
2039,2245
2243,2071
142,1273
1320,1013
1124,1083
1914,2193
561,471
1495,1612
245,614
2190,905
2402,307
2427,1900
466,804
2065,289
895,1809
2268,1320
129,156
438,390
463,2033
1348,1661
1016,2302
1501,1617
1708,737
2271,2288
357,1779
2246,130
1848,1272
2227,2422
1998,174
1633,1866
1783,1528
310,1023
723,1854
1435,1792
704,822
1133,2039
160,980
1061,838
729,1253
1873,448
1926,330
1176,1956
2093,646
1801,1431
2199,393
2004,618
1586,2259
1739,1435
2032,1135
1220,185
1720,1057
160,2175
1301,1612
2099,2081
2302,2040
888,1501
316,606
1667,1239
1019,409
1282,1131
1067,183
1360,443
2417,1315
2052,2360
2255,2387
620,2391
1611,818
1904,1848
428,835
1117,1521
2211,1689
269,2150
1048,1603
241,1591
1776,721
2289,743
794,2230
2457,775
978,999
2192,1792
2102,2311
2136,1858
1335,801
1941,1708
2127,1904
1157,253
2038,1760
2108,1528
1026,2460
1335,2442
1210,1085
1207,1079
1101,528
875,1590
1913,1658
772,1776
610,109
278,189
894,2265
2161,2139
616,2394
1813,1363
2398,716
128,726
610,1776
2044,1355
1054,809
1972,308
616,821
1863,2393
1651,879
487,478
747,1665
153,2402
2423,2412
722,1685
1679,1939
2164,677
1132,72
694,1559
1819,56
722,2296
1166,385
675,486
493,1727
753,1326
1844,1264
1825,888
2463,807
1038,2451
1331,2439
656,457
2179,500
471,2004
1250,2253
1038,1006
2388,1778
1222,2095
1981,742
600,1137
427,1023
946,1189
890,1379
2416,1922
2104,1732
477,1849
943,1904
1722,857
1094,2180
34,934
977,190
2031,2154
1094,1635
2151,1555
1468,1024
790,1148
2456,715
405,1490
1859,1413
2082,1693
1700,647
324,1158
949,1685
734,969
1619,817
2400,312
2238,1404
1921,199
1499,1023
2194,1790
1946,1714
1840,913
1056,1632
777,65
1921,1708
980,1592
2353,39
249,1586
62,213
1293,1081
1346,2041
1793,702
2225,1873
380,1907
417,1279
1005,1664
2163,233
2306,742
668,1904
1011,1319
2294,1745
674,685
2250,923
1868,1937
1034,1441
492,1936
2331,1442
1527,216
2312,1082
467,2014
2465,2004
1977,1623
233,1076
2141,723
314,579
1109,168
136,659
1330,1523
1759,162
1305,1475
99,1336
1802,2373
2334,2005
1537,1484
730,1686
105,1155
2309,2029
970,921
1640,2173
236,706
1721,1189
1718,1199
1902,2316
549,468
1559,2290
948,1402
1540,362
2175,2024
214,1144
2452,2005
2053,422
242,613
904,2016
1093,1932
1590,1028
507,1547
1546,1110
795,1142
2218,2210
739,1176
248,1885
301,941
2396,1501
1027,343
1052,802
1345,1320
2352,795
301,1298
2402,2486
1945,1877
1004,2007
2084,674
1942,159
851,2295
1730,1425
1552,69
39,1594
1130,81
2190,1790
648,1079
1298,1073
92,1652
957,1720
938,1696
1136,849
2336,2294
232,2307
1010,1910
2221,281
1482,984
1652,156
1929,1695
2202,70
2199,2290
564,2000
910,2300
2177,2168
2430,224
2467,118
2068,611
157,2174
614,1118
854,1961
2227,1410
469,2437
1720,1335
676,1909
1013,2296
1655,1849
2143,1834
897,1844
788,2231
969,2402
1226,1427
475,1933
991,77
1019,1736
620,2237
1592,1632
841,1644
2124,744
919,145
813,1006
947,2436
1073,826
1516,1814
891,1379
713,1723
1907,1459
1522,623
219,1138
763,625
1229,1032
1888,1092
2038,1994
1639,1533
1254,933
350,1691
663,1886
800,1920
1779,1818
306,293
1620,286
1447,1298
716,1304
1182,1297
1885,974
563,2123
856,2303
610,1946
1235,2453
1922,2271
669,1087
337,1598
1863,2119
2485,766
1841,2069
1525,1572
644,1079
0,1930
2111,1684
44,151
2360,776
1107,1852
881,806
878,1374
2145,1498
1554,1285
1012,2004
1060,186
1978,421
809,1170
181,1639
1512,623
421,1032
1060,1629
728,1054
2410,1541
119,531
2028,527
1269,2104
1919,2130
1956,2216
806,705
1585,478
787,1915
2313,1212
2257,930
2310,1204
1975,1941
2301,749
1654,1372
1306,1900
990,1293
1931,2387
1850,2401
653,1219
2344,969
1141,1732
952,1560
1588,1029
2210,526
140,1109
659,191
899,748
2129,742
1962,2201
1002,1397
430,1274
1541,1306
843,827
2216,274
1521,803
31,1805
578,1816
977,1293
2107,2495
1912,2208
2481,1970
2266,1236
1921,2124
849,1663
2160,1050
215,1146
196,1506
1946,1932
1750,158
1159,2389
1921,1974
2353,329
2194,847
1028,996
1793,2363
2238,2344
277,2344
2459,1361
1812,1352
1480,1233
1793,896
227,2161
1028,2399
1890,388
2144,2165
1343,562
1793,1133
799,528
1059,1099
1458,1604
96,2155
515,1001
2197,394
1709,1277
1550,131
2381,2249
414,2477
1040,1900
1084,273
540,1847
2362,2198
2166,1936
1017,410
1653,1669
2069,561
208,2451
2256,984
1455,1743
964,2154
339,1567
2337,1557
1014,569
2412,1415
2203,2124
1140,1963
792,1347
1936,160
1740,1438
2147,1851
1659,1814
1087,1281
2075,346
2471,2191
1790,704
1721,1471
1405,1726
1020,412
621,879
1852,483
1121,111
1640,1193
127,1494
423,2277
1414,706
1361,440
1024,1544
1333,562
1593,1481
410,2488
1093,1638
2290,2392
1420,710
1902,1752
1314,1857
686,2284
220,2438
892,2264
248,1651
407,1150
561,2118
926,154
1705,929
2343,1004
114,36
764,238
485,475
1317,1468
67,2458
845,1663
1255,1204
2287,2388
2427,1304
1923,1812
2090,1368
2399,726
92,1346
2274,2297
2461,1455
957,2151
2380,1025
938,1009
2045,1480
117,534
2026,528
1016,1221
1242,35
2140,117
810,2019
564,1710
2165,1339
2093,218
2333,363
1167,390
1039,2452
341,1697
1273,2118
573,1826
1960,2450
1039,1897
1438,1406
2233,2357
1798,1242
598,2271
1876,986
453,1892
1698,658
529,161
1204,2283
506,1602
1198,2145
2345,1616
2342,1560
2130,530
1935,720
732,2099
434,694
238,1936
1988,1426
2261,317
1494,1811
1022,2396
2289,1752
16,794
691,2294
844,1296
200,1723
800,1174
1260,2144
306,719
1676,1946
244,1643
1860,635
2426,222
1888,2064
1972,2437
1029,1192
2220,1492
1651,1371
1785,1869
0,1680
775,241
2086,1936
72,1946
1372,211
468,1069
2360,542
934,1618
1503,1031
1272,2235
122,732
1953,2215
181,2417
2332,1447
25,1461
2223,282
2028,1397
2463,267
781,854
2357,788
1138,1795
2251,1841
1850,1857
591,671
449,1906
1560,2286
427,2158
1741,1577
1116,2074
2363,28
678,1509
653,1517
1312,1455
946,633
505,1779
2031,1888
2051,427
399,1697
2235,2346
477,1389
2279,817
1496,1323
1669,1794
2450,1291
2419,2470
59,1141
2366,1251
1722,1952
1415,1530
1959,249
603,1648
2216,520
2419,3
2366,542
455,2123
2447,2095
2082,177
796,2437
1921,2390
40,161
1184,1678
868,2031
2054,171
955,1324
849,1377
1594,1481
575,1171
1990,1300
2060,2372
2213,1818
1499,1323
508,782
355,2268
2434,1893
1471,1665
2213,2495
2263,976
392,1485
1390,1587
1365,1571
2200,2286
2138,106
1943,152
308,1232
1818,1359
2403,834
2297,1739
1343,1320
1793,1399
1650,1858
2269,821
1781,808
1396,1738
2297,2400
2294,744
958,1445
1684,1935
877,1195
1137,1746
964,1546
805,522
473,1073
1324,1006
1430,23
1215,1011
1508,1103
1665,558
1974,1616
49,1566
724,958
2247,115
2381,1213
590,931
2362,1991
339,1845
2281,1325
2122,747
2431,1895
2496,2264
705,1380
2094,1933
426,399
2228,1671
1514,174
942,1615
2172,1601
2412,80
1668,1493
102,2060
2359,635
1020,1543
1417,519
702,539
2368,214
789,2228
1308,1476
423,110
730,2100
655,1375
1439,1795
2265,2199
2471,1859
2415,1165
1074,664
1118,957
55,1141
2346,1275
1964,241
329,1151
2042,1485
2477,63
599,1656
1883,963
1777,1604
1186,2429
301,1894
845,1897
257,1472
1970,852
1292,1192
1010,2112
1317,715
1052,2140
1102,519
1451,1609
960,2156
1549,1276
1976,428
779,1464
2196,238
382,1313
2196,1793
2140,1859
1795,1237
695,1173
1136,2227
1555,97
2299,738
2333,1552
1064,964
1373,1606
1845,2067
944,1063
1114,2063
882,1059
935,1071
160,1558
2386,1614
132,1604
614,618
210,1424
450,1187
1789,795
1307,1853
1720,382
620,814
2004,2274
1655,886
2143,723
751,1920
1951,2341
1667,2034
1351,1669
1332,1011
82,2025
947,1559
841,56
2417,14
2364,627
294,1234
2211,1524
1288,1940
1198,2427
1382,216
794,273
1070,2030
1742,2420
1776,1811
872,1221
1382,2375
478,1397
2038,2139
2457,1989
1185,1073
1338,2281
869,1592
1545,1117
1003,1786
113,524
2367,1251
406,1121
1913,2467
1076,1165
325,1151
1910,2352
778,1883
1779,803
582,717
1922,300
1760,2473
2292,913
850,1377
2379,2246
1645,886
1456,230
1297,1190
2326,110
1838,731
1453,1735
2245,118
228,2292
1079,653
487,1725
2067,830
222,2438
175,1487
1782,1396
1194,1765
878,1802
1623,816
2201,240
588,360
1169,1789
2223,2207
1713,2040
1657,1678
94,368
1085,1165
334,1155
1585,2125
421,2012
1459,1620
1353,1017
2357,622
1557,2287
2338,1766
2092,2017
1710,1055
2073,95
1844,2069
94,2031
1788,215
591,1141
2257,1534
75,101
2463,1626
619,608
2407,1924
1763,2271
625,1851
1735,2205
1822,888
1110,2410
2009,279
1465,1521
2123,1918
1066,1796
402,1733
2257,2240
2009,2284
2095,1532
2335,1453
946,1926
1116,1198
731,1096
2031,531
924,2106
952,607
553,44
218,2453
1256,1773
1828,979
2413,2126
2207,403
1228,883
2040,1369
477,2465
1309,1474
762,237
2079,2433
1834,351
790,1881
684,2356
2400,1786
1753,165
999,89
893,566
2397,1219
1008,1780
277,199
221,2437
999,1730
1681,81
1572,1386
2088,674
1547,1384
556,2189
1231,195
955,2424
880,2274
2459,781
721,1314
1971,312
799,2435
327,854
1837,735
115,2420
308,1454
2200,607
1971,1685
149,110
2297,477
2138,2011
1650,1132
227,1078
2135,529
417,2010
68,114
587,1058
2063,2496
2091,727
2350,2284
958,607
986,2160
743,1675
252,1894
1137,1988
718,1707
1112,2034
939,1918
680,2359
1017,1862
1330,2225
1796,1402
2228,2215
2027,1400
911,2129
2281,1031
1221,2089
1634,1542
2362,628
2256,1055
1874,25
2094,167
1380,1422
426,121
786,2269
783,1959
1177,1768
552,1275
792,266
1827,354
1721,2027
432,681
602,1981
1852,919
1467,1651
2365,577
2259,450
2206,607
1961,2449
1043,2156
2480,1561
1118,1080
2471,1641
1049,599
58,1138
867,1964
1180,1675
1277,1673
217,2451
1258,2387
2452,810
1023,1293
1662,1360
2477,297
1724,851
1046,1347
488,1934
1143,1861
954,1947
758,2285
1470,483
479,1924
1364,1634
873,1225
2243,1576
801,520
1596,1121
1264,1786
1071,2057
1105,1594
605,2279
360,1367
1780,885
2305,378
2020,1828
1914,291
1973,2438
2090,643
539,2010
313,1072
673,1484
1016,1777
1814,529
592,1052
2274,599
695,1507
1127,2052
1055,599
497,1164
670,1523
545,1915
335,853
2171,1926
469,1347
1329,2231
425,1957
26,1456
1270,2079
1441,1141
2498,2269
620,532
966,552
2492,2059
1220,2095
1789,1610
4,1947
2099,175
1938,2418
947,1901
1985,1501
2364,793
2152,1807
707,825
1000,1997
1332,1324
1938,729
2035,359
328,2110
1313,713
732,2023
791,1930
1185,1755
141,1381
434,1777
710,1374
2217,267
1882,2244
1310,1893
1966,2217
2136,373
2189,213
1614,2359
744,2436
800,706
431,684
1941,153
2214,616
1879,2193
1447,1740
663,1085
431,2241
691,536
1519,1574
778,2165
250,1476
1726,528
440,1644
2239,1440
1751,167
903,1239
672,1915
1297,1416
981,1007
1322,1005
644,241
1785,1401
2220,275
881,2431
1626,1855
1997,180
747,1170
2326,1439
588,918
2307,1605
2022,713
1794,1522
753,2198
1897,625
424,114
1950,1925
2117,1719
2410,835
1925,1949
1440,2338
2070,2491
884,1279
1534,1169
547,2025
2363,584
1981,1614
2497,766
47,1594
1066,1790
2123,1636
2051,1015
346,1181
865,187
1856,1688
2494,157
1937,149
1116,948
924,2304
1337,789
865,1856
1881,976
1097,1857
762,2144
2129,1921
2054,2072
1290,1076
2037,78
2456,1278
1772,1729
575,1703
2241,1932
1128,1964
1231,2372
277,2001
1471,1237
1725,1478
927,139
1840,484
2132,2165
1056,1107
1365,1495
152,101
936,1073
2219,1487
442,1778
674,1781
808,1343
1737,350
799,1335
1977,431
1915,2467
1709,928
883,2086
1575,571
752,759
1999,619
364,1425
833,2118
1874,2204
1402,1681
1330,1022
1224,325
752,2194
2362,782
2184,854
749,2363
1062,948
1631,1197
1380,223
1587,1035
2030,113
817,1011
345,1598
1486,1235
2128,1630
1174,913
1068,1644
2125,1690
367,1377
1252,2253
1202,698
817,1432
102,1762
1414,1519
1358,1757
1808,1318
1227,2430
892,631
1155,385
2106,220
2415,74
1199,2300
189,1623
998,1595
488,1252
954,1717
1383,2496
1680,1791
2262,346
1945,749
1523,793
2059,1816
1727,2211
773,1500
1914,2470
1077,654
14,976
2109,606
388,1489
1948,2083
1914,1744
2489,648
957,1189
226,1937
313,1354
1929,2394
1555,2288
1030,746
2380,486
1786,226
2361,2202
829,1719
1016,418
670,1765
1239,1932
123,1500
1214,2022
1733,2206
2252,2068
497,979
1013,571
70,1056
2467,1611
1630,2166
676,685
1686,80
497,2168
1917,2114
860,1966
160,2184
816,2316
969,1498
2302,1249
341,1391
1086,1295
2492,2321
595,1392
1789,1876
2080,2123
2320,1626
2074,1969
1270,1195
1673,1061
2364,39
922,1139
2052,2081
1198,1544
1767,2281
1438,27
841,1121
1463,1020
1564,1929
2236,2357
2230,2215
107,1752
2105,1826
2414,1300
144,1390
384,1309
328,1487
1854,1862
2476,1871
478,1857
1829,1872
2102,689
1026,1451
2289,926
41,1599
2055,1585
1095,1547
2376,218
1316,1440
66,2458
1210,687
147,883
1291,1470
484,1252
